Movie Title,Movie Rating,Genre,Box Office,Run Time(min),Stars
564. The Adventures of Robin Hood (1938),"7.9 Rate this
97 Metascore","Action, Adventure, Romance","Votes: 46,400 | Gross: $3.98M",102 min,"Directors: Michael Curtiz, William Keighley | Stars: Errol Flynn, Olivia de Havilland, Basil Rathbone, Claude Rains"
565. A Night at the Opera (1935),7.9 Rate this,"Comedy, Music, Musical","Votes: 30,035 | Gross: $2.54M",96 min,"Directors: Sam Wood, Edmund Goulding | Stars: Groucho Marx, Chico Marx, Harpo Marx, Kitty Carlisle"
566. King Kong (1933),"7.9 Rate this
90 Metascore","Adventure, Horror, Sci-Fi","Votes: 77,522 | Gross: $10.00M",100 min,"Directors: Merian C. Cooper, Ernest B. Schoedsack | Stars: Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher"
567. Freaks (1932),"7.9 Rate this
80 Metascore","Drama, Horror","Votes: 41,183",64 min,"Director: Tod Browning | Stars: Wallace Ford, Leila Hyams, Olga Baclanova, Roscoe Ates"
568. Nosferatu (1922),7.9 Rate this,"Fantasy, Horror","Votes: 86,650",94 min,"Director: F.W. Murnau | Stars: Max Schreck, Alexander Granach, Gustav von Wangenheim, Greta Schröder"
569. The Salesman (2016),"7.8 Rate this
85 Metascore","Drama, Thriller","Votes: 48,704 | Gross: $2.40M",124 min,"Director: Asghar Farhadi | Stars: Shahab Hosseini, Taraneh Alidoosti, Mina Sadati, Maral Bani Adam"
570. Perfect Strangers (2016),7.8 Rate this,"Comedy, Drama","Votes: 54,516",96 min,"Director: Paolo Genovese | Stars: Giuseppe Battiston, Anna Foglietta, Marco Giallini, Edoardo Leo"
571. Hidden Figures (2016),"7.8 Rate this
74 Metascore","Biography, Drama, History","Votes: 193,450 | Gross: $169.61M",127 min,"Director: Theodore Melfi | Stars: Taraji P. Henson, Octavia Spencer, Janelle Monáe, Kevin Costner"
572. Paddington 2 (2017),"7.8 Rate this
88 Metascore","Adventure, Comedy, Family","Votes: 58,095 | Gross: $40.44M",103 min,"Director: Paul King | Stars: Ben Whishaw, Hugh Grant, Hugh Bonneville, Sally Hawkins"
573. Udta Punjab (2016),7.8 Rate this,"Action, Crime, Drama","Votes: 26,323",148 min,"Director: Abhishek Chaubey | Stars: Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh"
574. Kubo and the Two Strings (2016),"7.8 Rate this
84 Metascore","Animation, Action, Adventure","Votes: 115,122 | Gross: $48.02M",101 min,"Director: Travis Knight | Stars: Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes"
575. Manchester by the Sea (2016),"7.8 Rate this
96 Metascore",Drama,"Votes: 238,578 | Gross: $47.70M",137 min,"Director: Kenneth Lonergan | Stars: Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges"
576. Land of Mine (2015),"7.8 Rate this
75 Metascore","Drama, History, War","Votes: 33,893 | Gross: $0.44M",100 min,"Director: Martin Zandvliet | Stars: Roland Møller, Louis Hofmann, Joel Basman, Mikkel Boe Følsgaard"
577. Rogue One: A Star Wars Story (2016),"7.8 Rate this
65 Metascore","Action, Adventure, Sci-Fi","Votes: 538,849 | Gross: $532.18M",133 min,"Director: Gareth Edwards | Stars: Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen"
578. Captain America: Civil War (2016),"7.8 Rate this
75 Metascore","Action, Adventure, Sci-Fi","Votes: 644,526 | Gross: $408.08M",147 min,"Directors: Anthony Russo, Joe Russo | Stars: Chris Evans, Robert Downey Jr., Scarlett Johansson, Sebastian Stan"
579. The Hateful Eight (2015),"7.8 Rate this
68 Metascore","Crime, Drama, Mystery","Votes: 499,308 | Gross: $54.12M",168 min,"Director: Quentin Tarantino | Stars: Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins"
580. Little Women (2019),"7.8 Rate this
91 Metascore","Drama, Romance","Votes: 122,727 | Gross: $108.10M",135 min,"Director: Greta Gerwig | Stars: Saoirse Ronan, Emma Watson, Florence Pugh, Eliza Scanlen"
581. Loving Vincent (2017),"7.8 Rate this
62 Metascore","Animation, Biography, Crime","Votes: 48,461 | Gross: $6.74M",94 min,"Directors: Dorota Kobiela, Hugh Welchman | Stars: Douglas Booth, Jerome Flynn, Robert Gulaczyk, Helen McCrory"
582. Pride (I) (2014),"7.8 Rate this
79 Metascore","Biography, Comedy, Drama","Votes: 50,661",119 min,"Director: Matthew Warchus | Stars: Bill Nighy, Imelda Staunton, Dominic West, Paddy Considine"
583. The Past (2013),"7.8 Rate this
85 Metascore","Drama, Mystery","Votes: 44,127 | Gross: $1.33M",130 min,"Director: Asghar Farhadi | Stars: Bérénice Bejo, Tahar Rahim, Ali Mosaffa, Pauline Burlet"
584. The Great Beauty (2013),"7.8 Rate this
86 Metascore",Drama,"Votes: 78,880 | Gross: $2.85M",141 min,"Director: Paolo Sorrentino | Stars: Toni Servillo, Carlo Verdone, Sabrina Ferilli, Carlo Buccirosso"
585. The Lunchbox (2013),"7.8 Rate this
76 Metascore","Drama, Romance","Votes: 48,984 | Gross: $4.23M",104 min,"Director: Ritesh Batra | Stars: Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey"
586. Vicky Donor (2012),7.8 Rate this,"Comedy, Romance","Votes: 38,886 | Gross: $0.17M",126 min,"Director: Shoojit Sircar | Stars: Ayushmann Khurrana, Yami Gautam, Annu Kapoor, Dolly Ahluwalia"
587. Big Hero 6 (2014),"7.8 Rate this
74 Metascore","Animation, Action, Adventure","Votes: 401,038 | Gross: $222.53M",102 min,"Directors: Don Hall, Chris Williams | Stars: Ryan Potter, Scott Adsit, Jamie Chung, T.J. Miller"
588. About Time (I) (2013),"7.8 Rate this
55 Metascore","Comedy, Drama, Fantasy","Votes: 289,986 | Gross: $15.32M",123 min,"Director: Richard Curtis | Stars: Domhnall Gleeson, Rachel McAdams, Bill Nighy, Lydia Wilson"
589. English Vinglish (2012),7.8 Rate this,"Comedy, Drama, Family","Votes: 32,813 | Gross: $1.67M",134 min,"Director: Gauri Shinde | Stars: Sridevi, Adil Hussain, Mehdi Nebbou, Priya Anand"
590. The Broken Circle Breakdown (2012),"7.8 Rate this
70 Metascore","Drama, Music, Romance","Votes: 38,643 | Gross: $0.18M",111 min,"Director: Felix van Groeningen | Stars: Veerle Baetens, Johan Heldenbergh, Nell Cattrysse, Geert Van Rampelberg"
591. The Wind Rises (2013),"7.8 Rate this
83 Metascore","Animation, Biography, Drama","Votes: 70,224 | Gross: $5.21M",126 min,"Director: Hayao Miyazaki | Stars: Hideaki Anno, Hidetoshi Nishijima, Miori Takimoto, Masahiko Nishimura"
592. Toy Story 4 (2019),"7.8 Rate this
84 Metascore","Animation, Adventure, Comedy","Votes: 189,348 | Gross: $434.04M",100 min,"Director: Josh Cooley | Stars: Tom Hanks, Tim Allen, Annie Potts, Tony Hale"
593. The Best Offer (2013),"7.8 Rate this
49 Metascore","Crime, Drama, Mystery","Votes: 105,250 | Gross: $0.09M",131 min,"Director: Giuseppe Tornatore | Stars: Geoffrey Rush, Jim Sturgess, Sylvia Hoeks, Donald Sutherland"
594. Moonrise Kingdom (2012),"7.8 Rate this
84 Metascore","Comedy, Drama, Romance","Votes: 311,791 | Gross: $45.51M",94 min,"Director: Wes Anderson | Stars: Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray"
595. How to Train Your Dragon 2 (2014),"7.8 Rate this
76 Metascore","Animation, Action, Adventure","Votes: 298,507 | Gross: $177.00M",102 min,"Director: Dean DeBlois | Stars: Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson"
596. The Big Short (2015),"7.8 Rate this
81 Metascore","Biography, Comedy, Drama","Votes: 349,117 | Gross: $70.26M",130 min,"Director: Adam McKay | Stars: Christian Bale, Steve Carell, Ryan Gosling, Brad Pitt"
597. Confessions (2010),7.8 Rate this,"Drama, Thriller","Votes: 34,878",106 min,"Director: Tetsuya Nakashima | Stars: Takako Matsu, Yoshino Kimura, Masaki Okada, Yukito Nishii"
598. I Saw the Devil (2010),"7.8 Rate this
67 Metascore","Action, Crime, Drama","Votes: 106,156 | Gross: $0.13M",144 min,"Director: Jee-woon Kim | Stars: Byung-hun Lee, Min-sik Choi, Joon-hyuk Lee, Gook-hwan Jeon"
601. The Man from Nowhere (2010),7.8 Rate this,"Action, Crime, Drama","Votes: 60,992 | Gross: $0.01M",119 min,"Director: Jeong-beom Lee | Stars: Won Bin, Sae-ron Kim, Tae-hoon Kim, Hee-won Kim"
602. Straight Outta Compton (2015),"7.8 Rate this
72 Metascore","Biography, Drama, History","Votes: 176,226 | Gross: $161.20M",147 min,"Director: F. Gary Gray | Stars: O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell, Neil Brown Jr."
603. Mother (2009),"7.8 Rate this
79 Metascore","Crime, Drama, Thriller","Votes: 49,003 | Gross: $0.55M",129 min,"Director: Bong Joon Ho | Stars: Hye-ja Kim, Won Bin, Goo Jin, Je-mun Yun"
604. The Hobbit: The Desolation of Smaug (2013),"7.8 Rate this
66 Metascore","Adventure, Fantasy","Votes: 590,956 | Gross: $258.37M",161 min,"Director: Peter Jackson | Stars: Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott"
605. The White Ribbon (2009),"7.8 Rate this
82 Metascore","Drama, History, Mystery","Votes: 67,390 | Gross: $2.22M",144 min,"Director: Michael Haneke | Stars: Christian Friedel, Ernst Jacobi, Leonie Benesch, Ulrich Tukur"
606. The Girl with the Dragon Tattoo (2009),"7.8 Rate this
76 Metascore","Crime, Drama, Mystery","Votes: 206,133 | Gross: $10.10M",152 min,"Director: Niels Arden Oplev | Stars: Michael Nyqvist, Noomi Rapace, Ewa Fröling, Lena Endre"
607. The Fighter (I) (2010),"7.8 Rate this
79 Metascore","Biography, Drama, Sport","Votes: 334,250 | Gross: $93.62M",116 min,"Director: David O. Russell | Stars: Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo"
608. Taken (I) (2008),"7.8 Rate this
51 Metascore","Action, Thriller","Votes: 558,091 | Gross: $145.00M",90 min,"Director: Pierre Morel | Stars: Liam Neeson, Maggie Grace, Famke Janssen, Leland Orser"
609. The Boy in the Striped Pajamas (2008),"7.8 Rate this
55 Metascore","Drama, War","Votes: 185,929 | Gross: $9.03M",94 min,"Director: Mark Herman | Stars: Asa Butterfield, David Thewlis, Rupert Friend, Zac Mattoon O'Brien"
610. Once (I) (2007),"7.8 Rate this
88 Metascore","Drama, Music, Romance","Votes: 109,151 | Gross: $9.44M",86 min,"Director: John Carney | Stars: Glen Hansard, Markéta Irglová, Hugh Walsh, Gerard Hendrick"
611. The Hobbit: An Unexpected Journey (2012),"7.8 Rate this
58 Metascore","Adventure, Fantasy","Votes: 746,162 | Gross: $303.00M",169 min,"Director: Peter Jackson | Stars: Martin Freeman, Ian McKellen, Richard Armitage, Andy Serkis"
612. The Edge of Heaven (2007),"7.8 Rate this
85 Metascore",Drama,"Votes: 30,337 | Gross: $0.74M",122 min,"Director: Fatih Akin | Stars: Baki Davrak, Nurgül Yesilçay, Tuncel Kurtiz, Nursel Köse"
613. Atonement (2007),"7.8 Rate this
85 Metascore","Drama, Mystery, Romance","Votes: 243,783 | Gross: $50.93M",123 min,"Director: Joe Wright | Stars: Keira Knightley, James McAvoy, Brenda Blethyn, Saoirse Ronan"
614. Drive (I) (2011),"7.8 Rate this
78 Metascore","Crime, Drama","Votes: 558,882 | Gross: $35.06M",100 min,"Director: Nicolas Winding Refn | Stars: Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks"
615. American Gangster (2007),"7.8 Rate this
76 Metascore","Biography, Crime, Drama","Votes: 383,778 | Gross: $130.16M",157 min,"Director: Ridley Scott | Stars: Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin"
616. Avatar (2009),"7.8 Rate this
83 Metascore","Action, Adventure, Fantasy","Votes: 1,101,450 | Gross: $760.51M",162 min,"Director: James Cameron | Stars: Sam Worthington, Zoe Saldana, Sigourney Weaver, Michelle Rodriguez"
617. Mr. Nobody (2009),"7.8 Rate this
63 Metascore","Drama, Fantasy, Romance","Votes: 211,847 | Gross: $0.00M",141 min,"Director: Jaco Van Dormael | Stars: Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham"
618. Apocalypto (2006),"7.8 Rate this
68 Metascore","Action, Adventure, Drama","Votes: 286,318 | Gross: $50.87M",139 min,"Director: Mel Gibson | Stars: Gerardo Taracena, Raoul Max Trujillo, Dalia Hernández, Rudy Youngblood"
619. Little Miss Sunshine (2006),"7.8 Rate this
80 Metascore","Comedy, Drama","Votes: 432,135 | Gross: $59.89M",101 min,"Directors: Jonathan Dayton, Valerie Faris | Stars: Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin"
620. Hot Fuzz (2007),"7.8 Rate this
81 Metascore","Action, Comedy, Mystery","Votes: 454,297 | Gross: $23.64M",121 min,"Director: Edgar Wright | Stars: Simon Pegg, Nick Frost, Martin Freeman, Bill Nighy"
621. The Curious Case of Benjamin Button (2008),"7.8 Rate this
70 Metascore","Drama, Fantasy, Romance","Votes: 575,876 | Gross: $127.51M",166 min,"Director: David Fincher | Stars: Brad Pitt, Cate Blanchett, Tilda Swinton, Julia Ormond"
622. Veer-Zaara (2004),"7.8 Rate this
67 Metascore","Drama, Family, Musical","Votes: 47,924 | Gross: $2.92M",192 min,"Director: Yash Chopra | Stars: Shah Rukh Khan, Preity Zinta, Rani Mukerji, Kiron Kher"
623. Adam's Apples (2005),"7.8 Rate this
51 Metascore","Comedy, Crime, Drama","Votes: 44,508 | Gross: $0.00M",94 min,"Director: Anders Thomas Jensen | Stars: Ulrich Thomsen, Mads Mikkelsen, Nicolas Bro, Paprika Steen"
624. Pride & Prejudice (2005),"7.8 Rate this
82 Metascore","Drama, Romance","Votes: 247,887 | Gross: $38.41M",129 min,"Director: Joe Wright | Stars: Keira Knightley, Matthew Macfadyen, Brenda Blethyn, Donald Sutherland"
625. The World's Fastest Indian (2005),"7.8 Rate this
68 Metascore","Biography, Drama, Sport","Votes: 51,247 | Gross: $5.13M",127 min,"Director: Roger Donaldson | Stars: Anthony Hopkins, Diane Ladd, Iain Rea, Tessa Mitchell"
626. Tokyo Godfathers (2003),"7.8 Rate this
73 Metascore","Animation, Adventure, Comedy","Votes: 29,895 | Gross: $0.13M",92 min,"Directors: Satoshi Kon, Shôgo Furuya | Stars: Tôru Emori, Yoshiaki Umegaki, Aya Okamoto, Shôzô Îzuka"
627. Serenity (2005),"7.8 Rate this
74 Metascore","Action, Adventure, Sci-Fi","Votes: 279,946 | Gross: $25.51M",119 min,"Director: Joss Whedon | Stars: Nathan Fillion, Gina Torres, Chiwetel Ejiofor, Alan Tudyk"
628. Walk the Line (2005),"7.8 Rate this
72 Metascore","Biography, Drama, Music","Votes: 229,614 | Gross: $119.52M",136 min,"Director: James Mangold | Stars: Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick"
629. Evil (2003),"7.8 Rate this
61 Metascore",Drama,"Votes: 35,149 | Gross: $0.02M",113 min,"Director: Mikael Håfström | Stars: Andreas Wilson, Henrik Lundström, Gustaf Skarsgård, Linda Zilliacus"
630. The Notebook (2004),"7.8 Rate this
53 Metascore","Drama, Romance","Votes: 508,420 | Gross: $81.00M",123 min,"Director: Nick Cassavetes | Stars: Gena Rowlands, James Garner, Rachel McAdams, Ryan Gosling"
631. The Motorcycle Diaries (2004),"7.8 Rate this
75 Metascore","Adventure, Biography, Drama","Votes: 95,426 | Gross: $16.76M",126 min,"Director: Walter Salles | Stars: Gael García Bernal, Rodrigo De la Serna, Mía Maestro, Mercedes Morán"
632. Lilya 4-Ever (2002),"7.8 Rate this
82 Metascore","Crime, Drama","Votes: 41,874 | Gross: $0.18M",109 min,"Director: Lukas Moodysson | Stars: Oksana Akinshina, Artyom Bogucharskiy, Pavel Ponomaryov, Lyubov Agapova"
633. The Triplets of Belleville (2003),"7.8 Rate this
91 Metascore","Animation, Comedy, Drama","Votes: 49,958 | Gross: $7.00M",80 min,"Director: Sylvain Chomet | Stars: Michèle Caucheteux, Jean-Claude Donda, Michel Robin, Monica Viegas"
634. Joint Security Area (2000),"7.8 Rate this
58 Metascore","Action, Drama, Thriller","Votes: 25,595",110 min,"Director: Chan-wook Park | Stars: Yeong-ae Lee, Byung-hun Lee, Kang-ho Song, Tae-woo Kim"
635. The Count of Monte Cristo (2002),"7.8 Rate this
61 Metascore","Action, Adventure, Drama","Votes: 126,905 | Gross: $54.23M",131 min,"Director: Kevin Reynolds | Stars: Jim Caviezel, Guy Pearce, Christopher Adamson, JB Blanc"
636. Waking Life (2001),"7.8 Rate this
82 Metascore","Animation, Drama, Fantasy","Votes: 59,933 | Gross: $2.89M",99 min,"Director: Richard Linklater | Stars: Ethan Hawke, Trevor Jack Brooks, Lorelei Linklater, Wiley Wiggins"
637. Remember the Titans (2000),"7.8 Rate this
48 Metascore","Biography, Drama, Sport","Votes: 194,429 | Gross: $115.65M",113 min,"Director: Boaz Yakin | Stars: Denzel Washington, Will Patton, Wood Harris, Ryan Hurst"
"638. Crouching Tiger, Hidden Dragon (2000)","7.8 Rate this
94 Metascore","Action, Adventure, Fantasy","Votes: 249,615 | Gross: $128.08M",120 min,"Director: Ang Lee | Stars: Yun-Fat Chow, Michelle Yeoh, Ziyi Zhang, Chen Chang"
639. All About My Mother (1999),"7.8 Rate this
87 Metascore",Drama,"Votes: 87,163 | Gross: $8.26M",101 min,"Director: Pedro Almodóvar | Stars: Cecilia Roth, Marisa Paredes, Candela Peña, Antonia San Juan"
640. Cast Away (2000),"7.8 Rate this
73 Metascore","Adventure, Drama, Romance","Votes: 510,979 | Gross: $233.63M",143 min,"Director: Robert Zemeckis | Stars: Tom Hanks, Helen Hunt, Paul Sanchez, Lari White"
641. The Boondock Saints (1999),"7.8 Rate this
44 Metascore","Action, Crime, Thriller","Votes: 224,786 | Gross: $0.03M",108 min,"Director: Troy Duffy | Stars: Willem Dafoe, Sean Patrick Flanery, Norman Reedus, David Della Rocco"
642. The Insider (1999),"7.8 Rate this
84 Metascore","Biography, Drama, Thriller","Votes: 157,108 | Gross: $28.97M",157 min,"Director: Michael Mann | Stars: Russell Crowe, Al Pacino, Christopher Plummer, Diane Venora"
643. October Sky (1999),"7.8 Rate this
71 Metascore","Biography, Drama, Family","Votes: 80,576 | Gross: $32.48M",108 min,"Director: Joe Johnston | Stars: Jake Gyllenhaal, Chris Cooper, Laura Dern, Chris Owen"
644. Shrek (2001),"7.8 Rate this
84 Metascore","Animation, Adventure, Comedy","Votes: 600,318 | Gross: $267.67M",90 min,"Directors: Andrew Adamson, Vicky Jenson | Stars: Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow"
645. Open Your Eyes (1997),7.8 Rate this,"Drama, Mystery, Sci-Fi","Votes: 62,931 | Gross: $0.37M",119 min,"Director: Alejandro Amenábar | Stars: Eduardo Noriega, Penélope Cruz, Chete Lera, Fele Martínez"
646. Titanic (1997),"7.8 Rate this
75 Metascore","Drama, Romance","Votes: 1,023,520 | Gross: $659.33M",194 min,"Director: James Cameron | Stars: Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates"
647. Fireworks (1997),7.8 Rate this,"Crime, Drama, Romance","Votes: 26,973 | Gross: $0.23M",103 min,"Director: Takeshi Kitano | Stars: Takeshi Kitano, Kayoko Kishimoto, Ren Osugi, Susumu Terajima"
648. Gattaca (1997),"7.8 Rate this
64 Metascore","Drama, Sci-Fi, Thriller","Votes: 275,805 | Gross: $12.34M",106 min,"Director: Andrew Niccol | Stars: Ethan Hawke, Uma Thurman, Jude Law, Gore Vidal"
649. The Game (1997),"7.8 Rate this
61 Metascore","Action, Drama, Mystery","Votes: 336,821 | Gross: $48.32M",129 min,"Director: David Fincher | Stars: Michael Douglas, Deborah Kara Unger, Sean Penn, James Rebhorn"
650. Breaking the Waves (1996),"7.8 Rate this
76 Metascore",Drama,"Votes: 61,190 | Gross: $4.04M",159 min,"Director: Lars von Trier | Stars: Emily Watson, Stellan Skarsgård, Katrin Cartlidge, Jean-Marc Barr"
651. Ed Wood (1994),"7.8 Rate this
70 Metascore","Biography, Comedy, Drama","Votes: 162,958 | Gross: $5.89M",127 min,"Director: Tim Burton | Stars: Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette"
652. What's Eating Gilbert Grape (1993),"7.8 Rate this
73 Metascore",Drama,"Votes: 210,394 | Gross: $9.17M",118 min,"Director: Lasse Hallström | Stars: Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen"
653. Tombstone (1993),"7.8 Rate this
50 Metascore","Action, Biography, Drama","Votes: 123,187 | Gross: $56.51M",130 min,"Directors: George P. Cosmatos, Kevin Jarre | Stars: Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton"
654. The Sandlot (1993),"7.8 Rate this
55 Metascore","Comedy, Drama, Family","Votes: 77,273 | Gross: $32.42M",101 min,"Director: David Mickey Evans | Stars: Tom Guiry, Mike Vitar, Art LaFleur, Patrick Renna"
655. The Remains of the Day (1993),"7.8 Rate this
84 Metascore","Drama, Romance","Votes: 64,048 | Gross: $22.95M",134 min,"Director: James Ivory | Stars: Anthony Hopkins, Emma Thompson, John Haycraft, Christopher Reeve"
656. Naked (1993),"7.8 Rate this
84 Metascore","Comedy, Drama","Votes: 33,336 | Gross: $1.77M",132 min,"Director: Mike Leigh | Stars: David Thewlis, Lesley Sharp, Katrin Cartlidge, Greg Cruttwell"
657. The Fugitive (1993),"7.8 Rate this
87 Metascore","Action, Crime, Drama","Votes: 262,311 | Gross: $183.88M",130 min,"Director: Andrew Davis | Stars: Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore"
658. A Bronx Tale (1993),"7.8 Rate this
80 Metascore","Crime, Drama, Romance","Votes: 125,136 | Gross: $17.27M",121 min,"Director: Robert De Niro | Stars: Robert De Niro, Chazz Palminteri, Lillo Brancato, Francis Capra"
659. Batman: Mask of the Phantasm (1993),7.8 Rate this,"Animation, Action, Crime","Votes: 42,433 | Gross: $5.62M",76 min,"Directors: Kevin Altieri, Boyd Kirkland, Frank Paur, Dan Riba, Eric Radomski, Bruce Timm | Stars: Kevin Conroy, Dana Delany, Hart Bochner, Stacy Keach"
660. Hard Boiled (1992),7.8 Rate this,"Action, Crime, Thriller","Votes: 45,938",128 min,"Director: John Woo | Stars: Yun-Fat Chow, Tony Chiu-Wai Leung, Teresa Mo, Philip Chan"
661. Night on Earth (1991),"7.8 Rate this
68 Metascore","Comedy, Drama","Votes: 54,048 | Gross: $2.02M",129 min,"Director: Jim Jarmusch | Stars: Winona Ryder, Gena Rowlands, Lisanne Falk, Alan Randolph Scott"
662. The Double Life of Véronique (1991),"7.8 Rate this
86 Metascore","Drama, Fantasy, Music","Votes: 40,599 | Gross: $2.00M",98 min,"Director: Krzysztof Kieslowski | Stars: Irène Jacob, Wladyslaw Kowalski, Halina Gryglaszewska, Kalina Jedrusik"
663. Boyz n the Hood (1991),"7.8 Rate this
76 Metascore","Crime, Drama","Votes: 121,806 | Gross: $57.50M",112 min,"Director: John Singleton | Stars: Cuba Gooding Jr., Laurence Fishburne, Hudhail Al-Amir, Lloyd Avery II"
664. Misery (1990),"7.8 Rate this
75 Metascore","Drama, Thriller","Votes: 179,375 | Gross: $61.28M",107 min,"Director: Rob Reiner | Stars: James Caan, Kathy Bates, Richard Farnsworth, Frances Sternhagen"
665. Awakenings (1990),"7.8 Rate this
74 Metascore","Biography, Drama","Votes: 120,827 | Gross: $52.10M",121 min,"Director: Penny Marshall | Stars: Robert De Niro, Robin Williams, Julie Kavner, Ruth Nelson"
666. Kiki's Delivery Service (1989),"7.8 Rate this
83 Metascore","Animation, Adventure, Drama","Votes: 118,116",103 min,"Director: Hayao Miyazaki | Stars: Kirsten Dunst, Minami Takayama, Rei Sakuma, Kappei Yamaguchi"
667. Glory (1989),"7.8 Rate this
78 Metascore","Biography, Drama, History","Votes: 118,946 | Gross: $26.83M",122 min,"Director: Edward Zwick | Stars: Matthew Broderick, Denzel Washington, Cary Elwes, Morgan Freeman"
668. The Killer (1989),"7.8 Rate this
82 Metascore","Action, Crime, Drama","Votes: 44,997",111 min,"Director: John Woo | Stars: Yun-Fat Chow, Danny Lee, Sally Yeh, Kong Chu"
669. Back to the Future Part II (1989),"7.8 Rate this
57 Metascore","Adventure, Comedy, Sci-Fi","Votes: 467,953 | Gross: $118.50M",108 min,"Director: Robert Zemeckis | Stars: Michael J. Fox, Christopher Lloyd, Lea Thompson, Thomas F. Wilson"
670. Mississippi Burning (1988),"7.8 Rate this
65 Metascore","Crime, Drama, History","Votes: 85,853 | Gross: $34.60M",128 min,"Director: Alan Parker | Stars: Gene Hackman, Willem Dafoe, Frances McDormand, Brad Dourif"
671. Predator (1987),"7.8 Rate this
45 Metascore","Action, Adventure, Sci-Fi","Votes: 364,828 | Gross: $59.74M",107 min,"Director: John McTiernan | Stars: Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo"
672. Evil Dead II (1987),"7.8 Rate this
72 Metascore","Action, Comedy, Fantasy","Votes: 144,703 | Gross: $5.92M",84 min,"Director: Sam Raimi | Stars: Bruce Campbell, Sarah Berry, Dan Hicks, Kassie Wesley DePaiva"
673. Ferris Bueller's Day Off (1986),"7.8 Rate this
61 Metascore",Comedy,"Votes: 313,987 | Gross: $70.14M",103 min,"Director: John Hughes | Stars: Matthew Broderick, Alan Ruck, Mia Sara, Jeffrey Jones"
674. Down by Law (1986),"7.8 Rate this
75 Metascore","Comedy, Crime, Drama","Votes: 46,898 | Gross: $1.44M",107 min,"Director: Jim Jarmusch | Stars: Tom Waits, John Lurie, Roberto Benigni, Nicoletta Braschi"
675. The Goonies (1985),"7.8 Rate this
62 Metascore","Adventure, Comedy, Family","Votes: 237,484 | Gross: $61.50M",114 min,"Director: Richard Donner | Stars: Sean Astin, Josh Brolin, Jeff Cohen, Corey Feldman"
676. The Color Purple (1985),"7.8 Rate this
78 Metascore",Drama,"Votes: 76,554 | Gross: $98.47M",154 min,"Director: Steven Spielberg | Stars: Danny Glover, Whoopi Goldberg, Oprah Winfrey, Margaret Avery"
677. The Killing Fields (1984),"7.8 Rate this
76 Metascore","Biography, Drama, History","Votes: 50,577 | Gross: $34.70M",141 min,"Director: Roland Joffé | Stars: Sam Waterston, Haing S. Ngor, John Malkovich, Julian Sands"
678. Ghostbusters (1984),"7.8 Rate this
71 Metascore","Action, Comedy, Fantasy","Votes: 347,391 | Gross: $238.63M",105 min,"Director: Ivan Reitman | Stars: Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis"
679. The Right Stuff (1983),"7.8 Rate this
91 Metascore","Adventure, Biography, Drama","Votes: 54,977 | Gross: $21.50M",193 min,"Director: Philip Kaufman | Stars: Sam Shepard, Scott Glenn, Ed Harris, Dennis Quaid"
680. The King of Comedy (1982),"7.8 Rate this
73 Metascore","Comedy, Crime, Drama","Votes: 84,373 | Gross: $2.50M",109 min,"Director: Martin Scorsese | Stars: Robert De Niro, Jerry Lewis, Diahnne Abbott, Sandra Bernhard"
681. E.T. the Extra-Terrestrial (1982),"7.8 Rate this
91 Metascore","Family, Sci-Fi","Votes: 362,914 | Gross: $435.11M",115 min,"Director: Steven Spielberg | Stars: Henry Thomas, Drew Barrymore, Peter Coyote, Dee Wallace"
682. Kramer vs. Kramer (1979),"7.8 Rate this
77 Metascore",Drama,"Votes: 129,761 | Gross: $106.26M",105 min,"Director: Robert Benton | Stars: Dustin Hoffman, Meryl Streep, Jane Alexander, Justin Henry"
