Movie Title,Movie Rating,Genre,Box Office,Run Time(min),Stars
423. Butch Cassidy and the Sundance Kid (1969),"8.0 Rate this
66 Metascore","Biography, Crime, Drama","Votes: 199,234 | Gross: $102.31M",110 min,"Director: George Roy Hill | Stars: Paul Newman, Robert Redford, Katharine Ross, Strother Martin"
424. Rosemary's Baby (1968),"8.0 Rate this
96 Metascore","Drama, Horror","Votes: 187,778",137 min,"Director: Roman Polanski | Stars: Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer"
425. Planet of the Apes (1968),"8.0 Rate this
79 Metascore","Adventure, Sci-Fi","Votes: 162,921 | Gross: $33.40M",112 min,"Director: Franklin J. Schaffner | Stars: Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans"
426. The Graduate (1967),"8.0 Rate this
83 Metascore","Comedy, Drama, Romance","Votes: 249,982 | Gross: $104.95M",106 min,"Director: Mike Nichols | Stars: Dustin Hoffman, Anne Bancroft, Katharine Ross, William Daniels"
427. Who's Afraid of Virginia Woolf? (1966),"8.0 Rate this
75 Metascore",Drama,"Votes: 67,841",131 min,"Director: Mike Nichols | Stars: Elizabeth Taylor, Richard Burton, George Segal, Sandy Dennis"
428. The Sound of Music (1965),"8.0 Rate this
63 Metascore","Biography, Drama, Family","Votes: 198,636 | Gross: $163.21M",172 min,"Director: Robert Wise | Stars: Julie Andrews, Christopher Plummer, Eleanor Parker, Richard Haydn"
429. Doctor Zhivago (1965),"8.0 Rate this
69 Metascore","Drama, Romance, War","Votes: 68,294 | Gross: $111.72M",197 min,"Director: David Lean | Stars: Omar Sharif, Julie Christie, Geraldine Chaplin, Rod Steiger"
430. A Fistful of Dollars (1964),"8.0 Rate this
65 Metascore","Action, Drama, Western","Votes: 192,438 | Gross: $14.50M",99 min,"Director: Sergio Leone | Stars: Clint Eastwood, Gian Maria Volontè, Marianne Koch, Wolfgang Lukschy"
431. 8½ (1963),8.0 Rate this,Drama,"Votes: 106,502 | Gross: $0.05M",138 min,"Director: Federico Fellini | Stars: Marcello Mastroianni, Anouk Aimée, Claudia Cardinale, Sandra Milo"
432. Vivre Sa Vie (1962),8.0 Rate this,Drama,"Votes: 26,802",85 min,"Director: Jean-Luc Godard | Stars: Anna Karina, Sady Rebbot, André S. Labarthe, Guylaine Schlumberger"
433. The Hustler (1961),"8.0 Rate this
90 Metascore","Drama, Sport","Votes: 74,008 | Gross: $8.28M",134 min,"Director: Robert Rossen | Stars: Paul Newman, Jackie Gleason, Piper Laurie, George C. Scott"
434. La Dolce Vita (1960),"8.0 Rate this
95 Metascore","Comedy, Drama","Votes: 64,645 | Gross: $19.52M",174 min,"Director: Federico Fellini | Stars: Marcello Mastroianni, Anita Ekberg, Anouk Aimée, Yvonne Furneaux"
435. Rio Bravo (1959),"8.0 Rate this
93 Metascore","Action, Drama, Western","Votes: 54,818 | Gross: $12.54M",141 min,"Director: Howard Hawks | Stars: John Wayne, Dean Martin, Ricky Nelson, Angie Dickinson"
436. Anatomy of a Murder (1959),"8.0 Rate this
95 Metascore","Crime, Drama, Mystery","Votes: 58,449 | Gross: $11.90M",161 min,"Director: Otto Preminger | Stars: James Stewart, Lee Remick, Ben Gazzara, Arthur O'Connell"
437. Touch of Evil (1958),"8.0 Rate this
99 Metascore","Crime, Drama, Film-Noir","Votes: 96,905 | Gross: $2.24M",95 min,"Director: Orson Welles | Stars: Charlton Heston, Orson Welles, Janet Leigh, Joseph Calleia"
438. Cat on a Hot Tin Roof (1958),"8.0 Rate this
84 Metascore",Drama,"Votes: 44,004 | Gross: $17.57M",108 min,"Director: Richard Brooks | Stars: Elizabeth Taylor, Paul Newman, Burl Ives, Jack Carson"
439. The Killing (1956),"8.0 Rate this
91 Metascore","Crime, Drama, Film-Noir","Votes: 79,688",84 min,"Director: Stanley Kubrick | Stars: Sterling Hayden, Coleen Gray, Vince Edwards, Jay C. Flippen"
440. The Night of the Hunter (1955),"8.0 Rate this
99 Metascore","Crime, Drama, Film-Noir","Votes: 80,251 | Gross: $0.65M",92 min,"Director: Charles Laughton | Stars: Robert Mitchum, Shelley Winters, Lillian Gish, James Gleason"
441. La Strada (1954),8.0 Rate this,Drama,"Votes: 56,979",108 min,"Director: Federico Fellini | Stars: Anthony Quinn, Giulietta Masina, Richard Basehart, Aldo Silvani"
442. Diabolique (1955),8.0 Rate this,"Crime, Drama, Horror","Votes: 60,357",117 min,"Director: Henri-Georges Clouzot | Stars: Simone Signoret, Véra Clouzot, Paul Meurisse, Charles Vanel"
443. Stalag 17 (1953),"8.0 Rate this
84 Metascore","Comedy, Drama, War","Votes: 50,307",120 min,"Director: Billy Wilder | Stars: William Holden, Don Taylor, Otto Preminger, Robert Strauss"
444. Roman Holiday (1953),"8.0 Rate this
78 Metascore","Comedy, Romance","Votes: 124,728",118 min,"Director: William Wyler | Stars: Gregory Peck, Audrey Hepburn, Eddie Albert, Hartley Power"
445. A Streetcar Named Desire (1951),"8.0 Rate this
97 Metascore",Drama,"Votes: 97,276 | Gross: $8.00M",122 min,"Director: Elia Kazan | Stars: Vivien Leigh, Marlon Brando, Kim Hunter, Karl Malden"
446. In a Lonely Place (1950),8.0 Rate this,"Drama, Film-Noir, Mystery","Votes: 25,388",94 min,"Director: Nicholas Ray | Stars: Humphrey Bogart, Gloria Grahame, Frank Lovejoy, Carl Benton Reid"
447. Kind Hearts and Coronets (1949),8.0 Rate this,"Comedy, Crime","Votes: 33,801",106 min,"Director: Robert Hamer | Stars: Dennis Price, Alec Guinness, Valerie Hobson, Joan Greenwood"
448. Rope (1948),"8.0 Rate this
73 Metascore","Crime, Drama, Mystery","Votes: 126,017",80 min,"Director: Alfred Hitchcock | Stars: James Stewart, John Dall, Farley Granger, Dick Hogan"
449. Out of the Past (1947),8.0 Rate this,"Crime, Drama, Film-Noir","Votes: 31,785",97 min,"Director: Jacques Tourneur | Stars: Robert Mitchum, Jane Greer, Kirk Douglas, Rhonda Fleming"
450. Brief Encounter (1945),"8.0 Rate this
92 Metascore","Drama, Romance","Votes: 34,545",86 min,"Director: David Lean | Stars: Celia Johnson, Trevor Howard, Stanley Holloway, Joyce Carey"
451. Laura (1944),8.0 Rate this,"Drama, Film-Noir, Mystery","Votes: 41,694 | Gross: $4.36M",88 min,"Director: Otto Preminger | Stars: Gene Tierney, Dana Andrews, Clifton Webb, Vincent Price"
452. The Best Years of Our Lives (1946),"8.0 Rate this
93 Metascore","Drama, Romance, War","Votes: 56,299 | Gross: $23.65M",170 min,"Director: William Wyler | Stars: Myrna Loy, Dana Andrews, Fredric March, Teresa Wright"
453. Arsenic and Old Lace (1944),8.0 Rate this,"Comedy, Crime, Thriller","Votes: 64,210",118 min,"Director: Frank Capra | Stars: Cary Grant, Priscilla Lane, Raymond Massey, Jack Carson"
454. The Maltese Falcon (1941),"8.0 Rate this
96 Metascore","Film-Noir, Mystery","Votes: 146,848 | Gross: $2.11M",100 min,"Director: John Huston | Stars: Humphrey Bogart, Mary Astor, Gladys George, Peter Lorre"
455. The Grapes of Wrath (1940),"8.0 Rate this
96 Metascore","Drama, History","Votes: 84,632 | Gross: $0.06M",129 min,"Director: John Ford | Stars: Henry Fonda, Jane Darwell, John Carradine, Charley Grapewin"
456. The Wizard of Oz (1939),"8.0 Rate this
100 Metascore","Adventure, Family, Fantasy","Votes: 366,375 | Gross: $2.08M",102 min,"Directors: Victor Fleming, George Cukor, Mervyn LeRoy, Norman Taurog, Richard Thorpe, King Vidor | Stars: Judy Garland, Frank Morgan, Ray Bolger, Bert Lahr"
457. The Rules of the Game (1939),8.0 Rate this,"Comedy, Drama","Votes: 26,121",110 min,"Director: Jean Renoir | Stars: Marcel Dalio, Nora Gregor, Paulette Dubost, Mila Parély"
458. The Thin Man (1934),8.0 Rate this,"Comedy, Crime, Mystery","Votes: 25,815",91 min,"Director: W.S. Van Dyke | Stars: William Powell, Myrna Loy, Maureen O'Sullivan, Nat Pendleton"
459. All Quiet on the Western Front (1930),"8.0 Rate this
91 Metascore","Drama, War","Votes: 56,376 | Gross: $3.27M",152 min,"Director: Lewis Milestone | Stars: Lew Ayres, Louis Wolheim, John Wray, Arnold Lucy"
460. Battleship Potemkin (1925),8.0 Rate this,"Drama, History, Thriller","Votes: 51,797 | Gross: $0.05M",66 min,"Director: Sergei M. Eisenstein | Stars: Aleksandr Antonov, Vladimir Barskiy, Grigoriy Aleksandrov, Ivan Bobrov"
461. Knives Out (2019),"7.9 Rate this
82 Metascore","Comedy, Crime, Drama","Votes: 379,575 | Gross: $165.36M",130 min,"Director: Rian Johnson | Stars: Daniel Craig, Chris Evans, Ana de Armas, Jamie Lee Curtis"
462. The Gentlemen (2019),"7.9 Rate this
51 Metascore","Action, Comedy, Crime","Votes: 179,780",113 min,"Director: Guy Ritchie | Stars: Matthew McConaughey, Charlie Hunnam, Michelle Dockery, Jeremy Strong"
463. Tenet (2020),"7.9 Rate this
69 Metascore","Action, Sci-Fi","Votes: 71,708",150 min,"Director: Christopher Nolan | Stars: John David Washington, Robert Pattinson, Elizabeth Debicki, Aaron Taylor-Johnson"
464. Call Me by Your Name (2017),"7.9 Rate this
93 Metascore","Drama, Romance","Votes: 199,529 | Gross: $18.10M",132 min,"Director: Luca Guadagnino | Stars: Armie Hammer, Timothée Chalamet, Michael Stuhlbarg, Amira Casar"
"465. I, Daniel Blake (2016)","7.9 Rate this
78 Metascore",Drama,"Votes: 51,623 | Gross: $0.26M",100 min,"Directors: Ken Loach, Laura Obiols | Stars: Dave Johns, Hayley Squires, Sharon Percy, Briana Shann"
466. Isle of Dogs (2018),"7.9 Rate this
82 Metascore","Animation, Adventure, Comedy","Votes: 132,874 | Gross: $32.02M",101 min,"Director: Wes Anderson | Stars: Bryan Cranston, Koyu Rankin, Edward Norton, Bob Balaban"
467. Dunkirk (2017),"7.9 Rate this
94 Metascore","Action, Drama, History","Votes: 532,095 | Gross: $188.37M",106 min,"Director: Christopher Nolan | Stars: Fionn Whitehead, Barry Keoghan, Mark Rylance, Tom Hardy"
468. Hunt for the Wilderpeople (2016),"7.9 Rate this
81 Metascore","Adventure, Comedy, Drama","Votes: 104,714 | Gross: $5.20M",101 min,"Director: Taika Waititi | Stars: Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House"
469. Captain Fantastic (2016),"7.9 Rate this
72 Metascore","Comedy, Drama","Votes: 182,171 | Gross: $5.88M",118 min,"Director: Matt Ross | Stars: Viggo Mortensen, George MacKay, Samantha Isler, Annalise Basso"
470. Sing Street (2016),"7.9 Rate this
79 Metascore","Comedy, Drama, Music","Votes: 82,884 | Gross: $3.24M",106 min,"Director: John Carney | Stars: Ferdia Walsh-Peelo, Aidan Gillen, Maria Doyle Kennedy, Jack Reynor"
471. Thor: Ragnarok (2017),"7.9 Rate this
74 Metascore","Action, Adventure, Comedy","Votes: 564,860 | Gross: $315.06M",130 min,"Director: Taika Waititi | Stars: Chris Hemsworth, Tom Hiddleston, Cate Blanchett, Mark Ruffalo"
472. Nightcrawler (2014),"7.9 Rate this
76 Metascore","Crime, Drama, Thriller","Votes: 449,504 | Gross: $32.38M",117 min,"Director: Dan Gilroy | Stars: Jake Gyllenhaal, Rene Russo, Bill Paxton, Riz Ahmed"
473. Jojo Rabbit (2019),"7.9 Rate this
58 Metascore","Comedy, Drama, War","Votes: 254,602 | Gross: $0.35M",108 min,"Director: Taika Waititi | Stars: Roman Griffin Davis, Thomasin McKenzie, Scarlett Johansson, Taika Waititi"
474. Arrival (II) (2016),"7.9 Rate this
81 Metascore","Drama, Mystery, Sci-Fi","Votes: 575,962 | Gross: $100.55M",116 min,"Director: Denis Villeneuve | Stars: Amy Adams, Jeremy Renner, Forest Whitaker, Michael Stuhlbarg"
475. Star Wars: Episode VII - The Force Awakens (2015),"7.9 Rate this
80 Metascore","Action, Adventure, Sci-Fi","Votes: 845,296 | Gross: $936.66M",138 min,"Director: J.J. Abrams | Stars: Daisy Ridley, John Boyega, Oscar Isaac, Domhnall Gleeson"
476. Before Midnight (2013),"7.9 Rate this
94 Metascore","Drama, Romance","Votes: 136,669 | Gross: $8.11M",109 min,"Director: Richard Linklater | Stars: Ethan Hawke, Julie Delpy, Seamus Davey-Fitzpatrick, Ariane Labed"
477. X-Men: Days of Future Past (2014),"7.9 Rate this
75 Metascore","Action, Adventure, Sci-Fi","Votes: 650,561 | Gross: $233.92M",132 min,"Director: Bryan Singer | Stars: Patrick Stewart, Ian McKellen, Hugh Jackman, James McAvoy"
478. Once Upon a Time in Anatolia (2011),"7.9 Rate this
82 Metascore","Crime, Drama","Votes: 39,957 | Gross: $0.14M",157 min,"Director: Nuri Bilge Ceylan | Stars: Muhammet Uzuner, Yilmaz Erdogan, Taner Birsel, Ahmet Mümtaz Taylan"
479. The Artist (I) (2011),"7.9 Rate this
89 Metascore","Comedy, Drama, Romance","Votes: 227,383 | Gross: $44.67M",100 min,"Director: Michel Hazanavicius | Stars: Jean Dujardin, Bérénice Bejo, John Goodman, James Cromwell"
480. Edge of Tomorrow (2014),"7.9 Rate this
71 Metascore","Action, Adventure, Sci-Fi","Votes: 586,335 | Gross: $100.21M",113 min,"Director: Doug Liman | Stars: Tom Cruise, Emily Blunt, Bill Paxton, Brendan Gleeson"
481. Amour (2012),"7.9 Rate this
94 Metascore","Drama, Romance","Votes: 91,221 | Gross: $6.74M",127 min,"Director: Michael Haneke | Stars: Jean-Louis Trintignant, Emmanuelle Riva, Isabelle Huppert, Alexandre Tharaud"
482. The Irishman (2019),"7.9 Rate this
94 Metascore","Biography, Crime, Drama","Votes: 304,883 | Gross: $7.00M",209 min,"Director: Martin Scorsese | Stars: Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel"
483. A Prophet (2009),"7.9 Rate this
90 Metascore","Crime, Drama","Votes: 92,108 | Gross: $2.08M",155 min,"Director: Jacques Audiard | Stars: Tahar Rahim, Niels Arestrup, Adel Bencherif, Reda Kateb"
484. The Chaser (2008),"7.9 Rate this
64 Metascore","Action, Crime, Thriller","Votes: 56,303",125 min,"Director: Hong-jin Na | Stars: Yoon-seok Kim, Jung-woo Ha, Yeong-hie Seo, Yoo-Jeong Kim"
485. Moon (2009),"7.9 Rate this
67 Metascore","Drama, Mystery, Sci-Fi","Votes: 329,893 | Gross: $5.01M",97 min,"Director: Duncan Jones | Stars: Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw"
486. Let the Right One In (2008),"7.9 Rate this
82 Metascore","Crime, Drama, Fantasy","Votes: 202,719 | Gross: $2.12M",114 min,"Director: Tomas Alfredson | Stars: Kåre Hedebrant, Lina Leandersson, Per Ragnar, Henrik Dahl"
487. District 9 (2009),"7.9 Rate this
81 Metascore","Action, Sci-Fi, Thriller","Votes: 630,391 | Gross: $115.65M",112 min,"Director: Neill Blomkamp | Stars: Sharlto Copley, David James, Jason Cope, Nathalie Boltt"
488. The Wrestler (2008),"7.9 Rate this
80 Metascore","Drama, Sport","Votes: 286,303 | Gross: $26.24M",109 min,"Director: Darren Aronofsky | Stars: Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis"
489. Jab We Met (2007),7.9 Rate this,"Comedy, Drama, Romance","Votes: 46,477 | Gross: $0.41M",138 min,"Director: Imtiaz Ali | Stars: Shahid Kapoor, Kareena Kapoor, Tarun Arora, Dara Singh"
490. Boyhood (I) (2014),"7.9 Rate this
100 Metascore",Drama,"Votes: 330,881 | Gross: $25.38M",165 min,"Director: Richard Linklater | Stars: Ellar Coltrane, Patricia Arquette, Ethan Hawke, Elijah Smith"
"491. 4 Months, 3 Weeks and 2 Days (2007)","7.9 Rate this
97 Metascore",Drama,"Votes: 55,509 | Gross: $1.19M",113 min,"Director: Cristian Mungiu | Stars: Anamaria Marinca, Laura Vasiliu, Vlad Ivanov, Alexandru Potocean"
492. Star Trek (2009),"7.9 Rate this
82 Metascore","Action, Adventure, Sci-Fi","Votes: 571,917 | Gross: $257.73M",127 min,"Director: J.J. Abrams | Stars: Chris Pine, Zachary Quinto, Simon Pegg, Leonard Nimoy"
493. In Bruges (2008),"7.9 Rate this
67 Metascore","Comedy, Crime, Drama","Votes: 383,734 | Gross: $7.76M",107 min,"Director: Martin McDonagh | Stars: Colin Farrell, Brendan Gleeson, Ciarán Hinds, Elizabeth Berrington"
494. The Man from Earth (2007),7.9 Rate this,"Drama, Fantasy, Sci-Fi","Votes: 170,781",87 min,"Director: Richard Schenkman | Stars: David Lee Smith, Tony Todd, John Billingsley, Ellen Crawford"
495. Letters from Iwo Jima (2006),"7.9 Rate this
89 Metascore","Action, Adventure, Drama","Votes: 152,181 | Gross: $13.76M",141 min,"Director: Clint Eastwood | Stars: Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryô Kase"
496. The Fall (2006),"7.9 Rate this
64 Metascore","Adventure, Drama, Fantasy","Votes: 105,867 | Gross: $2.28M",117 min,"Director: Tarsem Singh | Stars: Lee Pace, Catinca Untaru, Justine Waddell, Kim Uylenbroek"
497. Life of Pi (2012),"7.9 Rate this
79 Metascore","Adventure, Drama, Fantasy","Votes: 570,451 | Gross: $124.99M",127 min,"Director: Ang Lee | Stars: Suraj Sharma, Irrfan Khan, Adil Hussain, Tabu"
498. Fantastic Mr. Fox (2009),"7.9 Rate this
83 Metascore","Animation, Adventure, Comedy","Votes: 193,153 | Gross: $21.00M",87 min,"Director: Wes Anderson | Stars: George Clooney, Meryl Streep, Bill Murray, Jason Schwartzman"
499. C.R.A.Z.Y. (2005),"7.9 Rate this
81 Metascore","Comedy, Drama","Votes: 31,181",127 min,"Director: Jean-Marc Vallée | Stars: Michel Côté, Marc-André Grondin, Danielle Proulx, Émile Vallée"
500. The Chorus (2004),"7.9 Rate this
56 Metascore","Drama, Music","Votes: 56,251 | Gross: $3.64M",97 min,"Director: Christophe Barratier | Stars: Gérard Jugnot, François Berléand, Jean-Baptiste Maunier, Kad Merad"
501. Iron Man (2008),"7.9 Rate this
79 Metascore","Action, Adventure, Sci-Fi","Votes: 921,028 | Gross: $318.41M",126 min,"Director: Jon Favreau | Stars: Robert Downey Jr., Gwyneth Paltrow, Terrence Howard, Jeff Bridges"
502. Shaun of the Dead (2004),"7.9 Rate this
76 Metascore","Comedy, Horror","Votes: 502,471 | Gross: $13.54M",99 min,"Director: Edgar Wright | Stars: Simon Pegg, Nick Frost, Kate Ashfield, Lucy Davis"
503. Head-On (2004),"7.9 Rate this
78 Metascore","Drama, Romance","Votes: 50,189",121 min,"Director: Fatih Akin | Stars: Birol Ünel, Sibel Kekilli, Güven Kiraç, Zarah Jane McKenzie"
504. Mystic River (2003),"7.9 Rate this
84 Metascore","Crime, Drama, Mystery","Votes: 411,529 | Gross: $90.14M",138 min,"Director: Clint Eastwood | Stars: Sean Penn, Tim Robbins, Kevin Bacon, Emmy Rossum"
505. Harry Potter and the Prisoner of Azkaban (2004),"7.9 Rate this
82 Metascore","Adventure, Family, Fantasy","Votes: 533,444 | Gross: $249.36M",142 min,"Director: Alfonso Cuarón | Stars: Daniel Radcliffe, Emma Watson, Rupert Grint, Richard Griffiths"
506. Hero (2002),"7.9 Rate this
85 Metascore","Action, Adventure, History","Votes: 172,081 | Gross: $53.71M",120 min,"Director: Yimou Zhang | Stars: Jet Li, Tony Chiu-Wai Leung, Maggie Cheung, Ziyi Zhang"
507. Talk to Her (2002),"7.9 Rate this
86 Metascore","Drama, Mystery, Romance","Votes: 102,833 | Gross: $9.28M",112 min,"Director: Pedro Almodóvar | Stars: Rosario Flores, Javier Cámara, Darío Grandinetti, Leonor Watling"
508. No Man's Land (I) (2001),"7.9 Rate this
84 Metascore","Comedy, Drama, War","Votes: 43,970 | Gross: $1.06M",98 min,"Director: Danis Tanovic | Stars: Branko Djuric, Rene Bitorajac, Filip Sovagovic, Georges Siatidis"
509. Cowboy Bebop: The Movie (2001),"7.9 Rate this
61 Metascore","Animation, Action, Crime","Votes: 42,002 | Gross: $1.00M",115 min,"Directors: Shin'ichirô Watanabe, Tensai Okamura, Hiroyuki Okiura, Yoshiyuki Takei | Stars: Beau Billingslea, Melissa Fahn, Nicholas Guest, Kôichi Yamadera"
510. The Bourne Identity (2002),"7.9 Rate this
68 Metascore","Action, Mystery, Thriller","Votes: 499,229 | Gross: $121.66M",119 min,"Director: Doug Liman | Stars: Franka Potente, Matt Damon, Chris Cooper, Clive Owen"
511. Nine Queens (2000),"7.9 Rate this
80 Metascore","Crime, Drama, Thriller","Votes: 48,837 | Gross: $1.22M",114 min,"Director: Fabián Bielinsky | Stars: Ricardo Darín, Gastón Pauls, Graciela Tenenbaum, María Mercedes Villagra"
512. Children of Men (2006),"7.9 Rate this
84 Metascore","Adventure, Drama, Sci-Fi","Votes: 456,577 | Gross: $35.55M",109 min,"Director: Alfonso Cuarón | Stars: Julianne Moore, Clive Owen, Chiwetel Ejiofor, Michael Caine"
513. Almost Famous (2000),"7.9 Rate this
90 Metascore","Adventure, Comedy, Drama","Votes: 247,683 | Gross: $32.53M",122 min,"Director: Cameron Crowe | Stars: Billy Crudup, Patrick Fugit, Kate Hudson, Frances McDormand"
514. Toy Story 2 (1999),"7.9 Rate this
88 Metascore","Animation, Adventure, Comedy","Votes: 514,712 | Gross: $245.85M",92 min,"Directors: John Lasseter, Ash Brannon, Lee Unkrich | Stars: Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer"
515. Boogie Nights (1997),"7.9 Rate this
85 Metascore",Drama,"Votes: 233,890 | Gross: $26.40M",155 min,"Director: Paul Thomas Anderson | Stars: Mark Wahlberg, Julianne Moore, Burt Reynolds, Luis Guzmán"
516. Whisper of the Heart (1995),"7.9 Rate this
75 Metascore","Animation, Drama, Family","Votes: 48,975",111 min,"Director: Yoshifumi Kondô | Stars: Yoko Honna, Issey Takahashi, Takashi Tachibana, Shigeru Muroi"
